Plant ID Alpha,Plant ID Numeric,Band #,Date,start_date,leaf_age(days),Volume (mL),Color,Dead,ants,spiders,beetle,other prey,Mosquito,Stage 1,Stage 2,Stage 3,Stage 4,Midges,Snot,Mites,Notes,Rotifers,Bodo,Colpoda,Chrysomonads,Colpidium,Cryptomonads,Cyclidium,prot. Mites,nematode,Crab,Mushroom,Vorticella,Lot. Rotifer,Paramecium,Balloon,tripod,volvox,unknown protozoa,Tan,White,Orange,Purple,Yellow,Brown,Pink,Mold,Sheet (%),Cream,White Raised,Amoeba,Yellow Center,Dry Edge White,Dry White,Tan ring,Cream blob,Irregular orange,Yellow Glow,Tan Center,White Ring,Salmon,White Center,Wet White,dry yellow glow,Cauliflower,Dry Center Tan,Wet Yellow,Unclear White,Egg,Irregular white,Tan Dry Edge,Dry Pink,Dark Brown,Dry Tan,Dry Yellow,Dry White,Tan White Center,Irregular Brown,Dry Orange,Brown Blob,White and Pink,Brick,Gray and White,gray center,Cream Raised Center,purple-gray ring,total ciolonies,log colonies,log Bodo,log Chryso,log Rotifer,log Colpidium
D,34,1306,5/4/2005,10/6/2004,210,18,clear,"0, 1 worm",0,0,0,,2,1,0,1,0,14,0,0,1 copepod; 1 worm ~5 cm not dead yet,0,8,27,38,17,0,0,0,0,0,0,0,0,0,0,0,0,0,32,52,0,0,0,0,0,2,1 tot 3%,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,111,4.718498871,2.197224577,3.663561646,0,2.890371758
D,34,1306,5/18/2005,10/6/2004,224,17,tan,1,1,0,0,,12,4,2,0,6,26,0,0,"12 copepods; 1/2 beetle, brown 1 cm; midges range",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,5,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,105,4.663439094,0,0,0,0
D,34,1306,6/1/2005,10/6/2004,238,16.5,lt tan clear,"1, 1 lg black mite",1,0,0,,7,4,2,0,1,15,0,0,4 copepods; part of beetle,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,,144,4.976733742,0,5.398162702,0,0
D,34,1306,6/15/2005,10/6/2004,252,17.5,clear,1,1,0,0,,4,0,2,0,2,0,0,0,one larvae - alive,0,31,11,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,192,1,0,1,0,0,1,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,5.765191103,3.465735903,3.044522438,0,0
D,34,1306,6/30/2005,10/6/2004,267,17.5,clear,0,0,0,0,,0,0,0,0,0,0,0,0,lots of frass!,2,0,11,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,43,1,16,0,0,0,0,0,1 tot 5%,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4.276666119,0,0,1.098612289,0
D,34,1306,7/13/2005,10/6/2004,280,17.5,milky,"0, 1 mite",0,0,0,,0,0,0,0,0,0,0,0,25 copepods; weird mite from last sample; 1 nematode,2,10,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3 one-tailed rotifers,52,4,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,5.117993812,2.397895273,2.302585093,1.098612289,0
D,36,1520,11/3/2004,11/3/2004,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,no water yet,NO SAMPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,#VALUE!,0
D,36,1520,11/17/2004,11/3/2004,14,4,milky,"0, 2 small bugs",0,0,2,,8,3,5,0,0,2,0,18,,0,101,0,146,0,0,0,0,0,0,0,0,9  unkn rotifer #9,0,0,0,0,9 #9,17600,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19200,9.86271764,4.624972813,4.990432587,0,0
D,36,1520,12/1/2004,11/3/2004,28,6,yellow milk,"9, 1 lg ant, 1 beetle",10,0,1,,7,0,0,4,3,11,0,4,small (1 cm) beetle rotten in pieces,4,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10400,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10784,9.285911559,7.100851909,0,1.609437912,0
D,36,1520,12/15/2004,11/3/2004,42,4,yellow milk,0,0,0,0,,7,0,0,2,5,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2508,7.827639546,0,0,0,0
D,36,1520,12/29/2004,11/3/2004,56,5,lt milk,0,0,0,0,,3,0,0,0,3,1,0,1,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,302,5.713732806,2.079441542,0,0,0
D,36,1520,1/10/2005,11/3/2004,68,4,milky,0,0,0,0,,5,0,0,2,3,0,0,0,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,4,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,550,6.311734809,2.772588722,0,0,0
D,36,1520,1/26/2005,11/3/2004,84,4,clear,"0, 1 spider",0,1,0,,4,0,0,1,3,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,3,75,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,329,5.799092654,0,0,0,0
D,36,1520,2/9/2005,11/3/2004,98,6,clear,"0, 1 fly",0,0,0,,5,0,0,1,4,6,0,0,,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,600,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,7.937731775,0,2.48490665,0,0
D,36,1520,2/23/2005,11/3/2004,112,2.5,clear,0,0,0,0,,2,0,0,2,0,1,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,89,0,0,0,33,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,5.693732139,1.098612289,0,0,0
D,36,1520,3/9/2005,11/3/2004,126,4.5,clear,0,0,0,0,,4,0,0,0,4,0,0,0,,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,9,7,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,110,4.709530201,2.63905733,0,0,0
D,36,1520,3/23/2005,11/3/2004,140,5,clear,0,0,0,0,,3,0,0,0,3,2,0,1,,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,181,5.204006687,0,2.397895273,0,0
D,36,1520,4/6/2005,11/3/2004,154,4.5,clear,0,0,0,0,,5,2,0,0,3,6,0,1,1 open egg; 1 fathead,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,105,4.663439094,2.197224577,0,0,0
D,36,1520,4/20/2005,11/3/2004,168,1.5,lt milky,0,0,0,0,,3,2,0,0,1,1,0,0,1 fathead; small midge,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,13,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,104,4.65396035,0,0.693147181,0,0
D,36,1520,5/4/2005,11/3/2004,182,3,very clear,0,0,0,0,,2,0,2,0,0,2,0,0,no detritus; lost half of pitcher fluid while protecting family jewels from BIG spider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,11,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,221,5.402677382,0,0,0,0
D,36,1520,5/18/2005,11/3/2004,196,2.5,clear,1,1,0,0,,1,0,0,1,0,2,0,0,,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,117,4.770684624,3.401197382,0,1.791759469,0
D,36,1520,6/1/2005,11/3/2004,210,2,clear,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5 true orange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,126,4.844187086,0,0,0,0
D,36,1520,6/15/2005,11/3/2004,224,4,clear,0,0,0,0,,1,1,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,5.811140993,0,0,0,0
D,36,1520,6/30/2005,11/3/2004,239,5.5,clear,0,0,0,0,,1,0,1,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,8.497194545,1.098612289,0,0,0
D,36,1520,7/13/2005,11/3/2004,252,0,,,0,0,0,,0,0,0,0,0,0,0,0,DONE; leaf green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,38,8,4/18/2004,4/18/2004,0,0.5,cloudy,0,0,0,0,,15,0,15,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,0,1200,81,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1283,7.157735484,0,0,0,0
D,38,8,4/30/2004,4/18/2004,12,3,milky,0,0,0,0,,14,0,14,0,0,1,0,6,mosquito larvae in sample taken,0,0,0,0,0,0,0,0,,0,,,,,,,,,0,2800,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,8200,9.012011377,0,0,0,0
D,38,8,5/13/2004,4/18/2004,25,< 0.2,,0,0,0,0,,1,1,0,0,0,0,0,0,"collected entire sample, red-green, healthy, 1 mosq larvae in sample taken",0,0,3,0,0,0,0,2,,0,,,,,,,,,76,159,95,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,335,5.81711116,0,0,0,0
D,38,8,6/1/2004,4/18/2004,44,0,,,0,0,0,,,,,,,,,,"no water red/green, healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
D,38,8,6/15/2004,4/18/2004,58,2,milky,1,1,0,0,,3,0,0,2,1,0,0,26,"prehaps because no prey, everything is very clear and hard to see, low light conditions, 1 mosq taken in sample",0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,209,64,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,284,5.65248918,0,0,0,0
D,38,8,6/29/2004,4/18/2004,72,,,,0,0,0,,,,,,,,,,hole in botom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
D,39,1651,12/1/2004,12/1/2004,0,2,lt milk,0,0,0,0,,0,0,0,0,0,2,0,0,lots of clear eggs,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,144,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,642,6.466144724,0,1.791759469,1.098612289,0
D,39,1651,12/15/2004,12/1/2004,14,2,clear,"0, 1 small spider",0,1,0,,0,0,0,0,0,4,0,0,,0,80,2,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,2100,100,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3400,8.131824785,4.394449155,4.934473933,0,0
D,39,1651,12/29/2004,12/1/2004,28,5.5,lt milk,1,1,0,0,,0,0,0,0,0,6,0,0,range midges,0,23,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3300,8.101980732,3.17805383,3.091042453,0,0
D,39,1651,1/10/2005,12/1/2004,40,5,milky,1,1,0,0,,0,0,0,0,0,10,0,0,,0,0,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,12800,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16400,9.705097588,0,0,0,6.834108739
D,39,1651,1/26/2005,12/1/2004,56,4.5,milky,"2, 1 sm fly",2,0,0,,0,0,0,0,0,10,0,0,weird graudu; range midges,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10100,9.220389708,0,0,0,4.007333185
D,39,1651,2/9/2005,12/1/2004,70,5.5,no data for color,3,3,0,0,,0,0,0,0,0,13,0,0,,0,0,0,7,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,200,0,0,0,0,0,0,0,9800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,9.305741457,0,2.079441542,0,4.691347882
D,39,1651,2/23/2005,12/1/2004,84,4.5,clear,6,6,0,0,,0,0,0,0,0,16,0,12,,0,0,0,0,194,0,0,1 dead mite,0,0,0,0,0,0,0,0,0,0,2300,74,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3374,8.124150603,0,0,0,5.272999559
D,39,1651,3/9/2005,12/1/2004,98,2,milky,9,9,0,0,,0,0,0,0,0,9,0,0,,0,0,1,100,60,0,0,0,0,0,0,0,0,0,0,0,0,0,440,424,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1064,6.970730078,0,4.615120517,0,4.110873864
D,39,1651,3/23/2005,12/1/2004,112,2,cloudy,17,17,0,0,,0,0,0,0,0,10,0,5,,1,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10300,0,0,0,0,0,0,0,0,14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24500,10.10646921,0,0,0.693147181,2.944438979
D,39,1651,4/6/2005,12/1/2004,126,1.5,milky,2,2,0,0,,0,0,0,0,0,32,0,0,many small midges,0,0,0,0,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,17400,100,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17800,9.787009914,0,0,0,6.953684211
D,39,1651,4/20/2005,12/1/2004,140,1,lt milky,0,0,0,0,,1,0,1,0,0,17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
D,39,1651,5/4/2005,12/1/2004,154,0.5,clear,0,0,0,0,,0,0,0,0,0,8,0,0,DONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,2300,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6600,8.794976432,0,0,0,0
D,40,417,6/15/2004,6/15/2004,0,17,milky,0,0,0,0,,49,20,28,1,0,0,0,0,1 mosq taken in sample,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0,284,5400,100,0,0,0,0,0,96,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,6780,8.821879863,0,0,0,0
D,40,417,6/29/2004,6/15/2004,14,21,lt. Pink,65,65,0,0,,22,4,2,5,11,1,0,90,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,2,2600,96,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2715,7.906915489,0,0,0,0
D,40,417,7/14/2004,6/15/2004,29,23,lt. Milky,5,5,0,0,,13,3,1,1,8,4,0,57,lots of ant parts,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,8,9400,300,21,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,10729,9.280798836,0,0,0,0
D,40,417,7/27/2004,6/15/2004,42,23.5,clear,1,1,0,0,,16,8,0,1,7,6,0,400,LOB,5,31,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,468,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,587,6.376726948,3.465735903,0,1.791759469,0
D,40,417,8/11/2004,6/15/2004,57,25,milky,3,3,0,0,,25,17,6,1,1,4,0,70,L old P; large midges,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,214,9,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,383,5.950642553,0,1.098612289,2.48490665,0
D,40,417,8/25/2004,6/15/2004,71,,,,0,0,0,,0,,,,,,,,NO WATER; DONE; hole in otherwise healthy leaf,no sample,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,#VALUE!,0
D,40,660,7/14/2004,7/14/2004,0,7.5,milky,0,0,0,0,,31,25,6,0,0,1,0,23,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,32,2300,168,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,2574,7.853604813,0,0,0,0
D,40,660,7/27/2004,7/14/2004,13,29,milky,6 + 1 lg,7,0,0,,16,1,1,3,11,0,0,200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,12200,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,14600,9.588845299,0,0,0,0
D,40,660,8/11/2004,7/14/2004,28,31,pinkish,4,4,0,0,,23,17,0,0,6,1,0,150,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,200,2100,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4500,8.412054873,0,0,0,0
D,40,660,8/25/2004,7/14/2004,42,2,clear,0,0,0,0,,12,0,2,9,1,0,0,6,"several small holes near bottom, continue sampling?; some parts",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,104,3,0,0,0,0,0,0,2 total 8%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,107,4.682131227,0,0,2.564949357,0
D,40,660,9/8/2004,7/14/2004,56,3,clear,1,1,0,0,,4,0,1,1,2,0,0,1,some parts,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,TNTC,TNTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,2.564949357,0
D,40,660,9/22/2004,7/14/2004,70,<0.1,clear,0,0,0,0,,0,0,0,0,0,0,0,0,numerous holes in pitcher; DONE; entire contents sampled; 10 mircoL sample for protozoa,1,31,3,160,8,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,3.465735903,5.081404365,0.693147181,2.197224577
D,40,1519,11/3/2004,11/3/2004,0,< 1,clear,0,0,0,0,,6,6,0,0,0,0,0,1,few mosq. Eggs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,2.397895273,0,0,0,0
D,40,1519,11/17/2004,11/3/2004,14,5,milky,"0, 1 bug",0,0,1,,16,3,13,0,0,11,0,2,1 collembellid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,736,6.602587892,0,0,0,0
D,40,1519,12/1/2004,11/3/2004,28,11,lt milk,7,7,0,0,,15,0,2,13,0,18,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,684,12,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2060,7.630946581,1.098612289,0,0,0
D,40,1519,12/15/2004,11/3/2004,42,10,milky,"10, 1 spider",10,1,0,,14,0,2,12,0,11,0,0,,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300,107,3200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8807,9.083415678,0,4.912654886,0,0
D,40,1519,12/29/2004,11/3/2004,56,11.5,clear,5,5,0,0,,18,0,9,9,0,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,28,9500,0,0,0,0,0,1 tot 2%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10072,9.217613856,0,0,0,0
D,40,1519,1/10/2005,11/3/2004,68,10,yellow milk,4,4,0,0,,13,0,5,8,0,8,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13600,9.517898598,0.693147181,0.693147181,0,0
D,40,1519,1/26/2005,11/3/2004,84,11,milky yellow,1,1,0,0,,13,0,0,5,8,14,0,0,,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22300,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22400,10.01686088,3.526360525,0,0,0
D,40,1519,2/9/2005,11/3/2004,98,12,milk yellow,0,0,0,0,,14,0,0,7,7,12,0,0,,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,8.294299609,5.105945474,0,0,0
D,40,1519,2/23/2005,11/3/2004,112,10,yellow milk,2,2,0,0,,7,0,0,3,4,5,0,2,,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,8.006700845,2.890371758,0,0,0
D,40,1519,3/9/2005,11/3/2004,126,12.5,clear,0,0,0,0,,12,0,0,5,7,9,0,0,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,12,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,307,5.730099783,2.772588722,0,0,0
