Site,Leaf,Clone,Treatment,ID,Day,Count
Pleaphase,2,1,30C,P24_75_5,18,37
Pleaphase,2,1,30C,P24_75_6,18,54
Pleaphase,2,2,25C,P24_26_1,18,11
Pleaphase,2,2,25C,P24_26_2,18,33
Pleaphase,2,2,25C,P24_26_3,18,19
Pleaphase,2,2,30C,P24_26_4,18,39
Pleaphase,2,2,30C,P24_26_5,18,22
Pleaphase,2,2,30C,P24_26_6,18,28
Pleaphase,2,3,25C,P24_25_1,18,14
Pleaphase,2,3,25C,P24_25_2,18,29
Pleaphase,2,3,25C,P24_25_3,18,39
Pleaphase,2,3,30C,P24_25_4,18,38
Pleaphase,2,3,30C,P24_25_5,18,36
Pleaphase,2,3,30C,P24_25_6,18,17
Pleaphase,3,1,25C,P3_35_1,18,17
Pleaphase,3,1,25C,P3_35_2,18,23
Pleaphase,3,1,25C,P3_35_3,18,9
Pleaphase,3,1,30C,P3_35_4,18,21
Pleaphase,3,1,30C,P3_35_5,18,25
Pleaphase,3,1,30C,P3_35_6,18,14
Pleaphase,3,2,25C,P3_36_1,18,20
Pleaphase,3,2,25C,P3_36_2,18,23
Pleaphase,3,2,25C,P3_36_3,18,19
Pleaphase,3,2,30C,P3_36_4,18,16
Pleaphase,3,2,30C,P3_36_5,18,25
Pleaphase,3,2,30C,P3_36_6,18,35
Pleaphase,3,3,25C,P3_37_1,18,23
Pleaphase,3,3,25C,P3_37_2,18,20
Pleaphase,3,3,25C,P3_37_3,18,28
Pleaphase,3,3,30C,P3_37_4,18,45
Pleaphase,3,3,30C,P3_37_5,18,25
Pleaphase,3,3,30C,P3_37_6,18,9
