base,decision,label_id,area_px,label_path,note
2224_p3-36-1_40_6,accepted,1,4768,G:\Research\imageAnalysis\processed_segmentations\segs\2224_p3-36-1_40_6_Simple Segmentation_labels.png,
1705_c36-74-3_39_1,accepted,1,4767,G:\Research\imageAnalysis\processed_segmentations\segs\1705_c36-74-3_39_1_Simple Segmentation_labels.png,
1886_c36-72-1_24_1,accepted,1,4765,G:\Research\imageAnalysis\processed_segmentations\segs\1886_c36-72-1_24_1_Simple Segmentation_labels.png,
0450_c36-72-2_17_1,accepted,1,4763,G:\Research\imageAnalysis\processed_segmentations\segs\0450_c36-72-2_17_1_Simple Segmentation_labels.png,
2527_p36-42-3_14_1,accepted,1,4762,G:\Research\imageAnalysis\processed_segmentations\segs\2527_p36-42-3_14_1_Simple Segmentation_labels.png,
1613_p24-25-2_26_1,accepted,1,4760,G:\Research\imageAnalysis\processed_segmentations\segs\1613_p24-25-2_26_1_Simple Segmentation_labels.png,
2668_p3-37-2_06_1,accepted,1,4760,G:\Research\imageAnalysis\processed_segmentations\segs\2668_p3-37-2_06_1_Simple Segmentation_labels.png,
0954_c23-2-1_31_2,accepted,1,4759,G:\Research\imageAnalysis\processed_segmentations\segs\0954_c23-2-1_31_2_Simple Segmentation_labels.png,
0516_c36-74-3_50_2,accepted,1,4755,G:\Research\imageAnalysis\processed_segmentations\segs\0516_c36-74-3_50_2_Simple Segmentation_labels.png,
0621_c36-72-3_24_1,accepted,1,4754,G:\Research\imageAnalysis\processed_segmentations\segs\0621_c36-72-3_24_1_Simple Segmentation_labels.png,
0583_c7-18-2_19_2,accepted,1,4748,G:\Research\imageAnalysis\processed_segmentations\segs\0583_c7-18-2_19_2_Simple Segmentation_labels.png,
2471_c36-73-5_05_1,accepted,1,4745,G:\Research\imageAnalysis\processed_segmentations\segs\2471_c36-73-5_05_1_Simple Segmentation_labels.png,
1629_c7-18-1_39_2,accepted,1,4744,G:\Research\imageAnalysis\processed_segmentations\segs\1629_c7-18-1_39_2_Simple Segmentation_labels.png,
2224_p3-36-1_40_4,accepted,1,4744,G:\Research\imageAnalysis\processed_segmentations\segs\2224_p3-36-1_40_4_Simple Segmentation_labels.png,
2384_c36-72-3_27_1,accepted,1,4744,G:\Research\imageAnalysis\processed_segmentations\segs\2384_c36-72-3_27_1_Simple Segmentation_labels.png,
2344_c23-2-3_19_1,accepted,1,4743,G:\Research\imageAnalysis\processed_segmentations\segs\2344_c23-2-3_19_1_Simple Segmentation_labels.png,
0227_c7-18-1_36_1,accepted,1,4742,G:\Research\imageAnalysis\processed_segmentations\segs\0227_c7-18-1_36_1_Simple Segmentation_labels.png,
2629_p24-75-6_18_1,accepted,1,4739,G:\Research\imageAnalysis\processed_segmentations\segs\2629_p24-75-6_18_1_Simple Segmentation_labels.png,
1041_c7-18-2_16_1,accepted,1,4733,G:\Research\imageAnalysis\processed_segmentations\segs\1041_c7-18-2_16_1_Simple Segmentation_labels.png,
1891_p3-35-6_07_1,accepted,1,4733,G:\Research\imageAnalysis\processed_segmentations\segs\1891_p3-35-6_07_1_Simple Segmentation_labels.png,
2459_c7-18-2_01_1,accepted,1,4731,G:\Research\imageAnalysis\processed_segmentations\segs\2459_c7-18-2_01_1_Simple Segmentation_labels.png,
1467_c36-73-3_14_1,accepted,1,4730,G:\Research\imageAnalysis\processed_segmentations\segs\1467_c36-73-3_14_1_Simple Segmentation_labels.png,
2329_c36-74-4_04_1,accepted,1,4729,G:\Research\imageAnalysis\processed_segmentations\segs\2329_c36-74-4_04_1_Simple Segmentation_labels.png,
2542_c7-18-1_26_1,accepted,1,4726,G:\Research\imageAnalysis\processed_segmentations\segs\2542_c7-18-1_26_1_Simple Segmentation_labels.png,
0474_p3-37-5_04_1,accepted,1,4722,G:\Research\imageAnalysis\processed_segmentations\segs\0474_p3-37-5_04_1_Simple Segmentation_labels.png,
0423_p24-75-3_17_1,accepted,1,4720,G:\Research\imageAnalysis\processed_segmentations\segs\0423_p24-75-3_17_1_Simple Segmentation_labels.png,
2504_c36-74-2_01_1,accepted,1,4717,G:\Research\imageAnalysis\processed_segmentations\segs\2504_c36-74-2_01_1_Simple Segmentation_labels.png,
1481_p24-25-1_18_1,accepted,1,4713,G:\Research\imageAnalysis\processed_segmentations\segs\1481_p24-25-1_18_1_Simple Segmentation_labels.png,
2539_p36-42-5_05_1,accepted,1,4712,G:\Research\imageAnalysis\processed_segmentations\segs\2539_p36-42-5_05_1_Simple Segmentation_labels.png,
0681_p3-36-1_50_1,accepted,1,4711,G:\Research\imageAnalysis\processed_segmentations\segs\0681_p3-36-1_50_1_Simple Segmentation_labels.png,
1580_p36-39-5_31_1,accepted,1,4711,G:\Research\imageAnalysis\processed_segmentations\segs\1580_p36-39-5_31_1_Simple Segmentation_labels.png,
2554_p36-42-5_06_1,accepted,1,4711,G:\Research\imageAnalysis\processed_segmentations\segs\2554_p36-42-5_06_1_Simple Segmentation_labels.png,
1064_p36-42-3_25_1,accepted,1,4709,G:\Research\imageAnalysis\processed_segmentations\segs\1064_p36-42-3_25_1_Simple Segmentation_labels.png,
1798_c36-74-3_29_1,accepted,1,4707,G:\Research\imageAnalysis\processed_segmentations\segs\1798_c36-74-3_29_1_Simple Segmentation_labels.png,
1038_p3-37-3_24_1,accepted,1,4706,G:\Research\imageAnalysis\processed_segmentations\segs\1038_p3-37-3_24_1_Simple Segmentation_labels.png,
1110_p36-42-5_08_1,accepted,1,4706,G:\Research\imageAnalysis\processed_segmentations\segs\1110_p36-42-5_08_1_Simple Segmentation_labels.png,
2582_c23-1-6_09_1,accepted,1,4704,G:\Research\imageAnalysis\processed_segmentations\segs\2582_c23-1-6_09_1_Simple Segmentation_labels.png,
2523_c36-74-3_32_1,accepted,1,4703,G:\Research\imageAnalysis\processed_segmentations\segs\2523_c36-74-3_32_1_Simple Segmentation_labels.png,
1422_p3-36-3_12_1,accepted,1,4698,G:\Research\imageAnalysis\processed_segmentations\segs\1422_p3-36-3_12_1_Simple Segmentation_labels.png,
0710_p24-26-1_27_1,accepted,1,4696,G:\Research\imageAnalysis\processed_segmentations\segs\0710_p24-26-1_27_1_Simple Segmentation_labels.png,
2363_p24-75-1_07_1,accepted,2,4696,G:\Research\imageAnalysis\processed_segmentations\segs\2363_p24-75-1_07_1_Simple Segmentation_labels.png,
1614_c23-1-1_10_1,accepted,1,4693,G:\Research\imageAnalysis\processed_segmentations\segs\1614_c23-1-1_10_1_Simple Segmentation_labels.png,
0372_c23-1-1_09_1,accepted,1,4691,G:\Research\imageAnalysis\processed_segmentations\segs\0372_c23-1-1_09_1_Simple Segmentation_labels.png,
0073_c36-74-1_25_1,accepted,1,4690,G:\Research\imageAnalysis\processed_segmentations\segs\0073_c36-74-1_25_1_Simple Segmentation_labels.png,
0960_c23-2-6_26_2,accepted,1,4690,G:\Research\imageAnalysis\processed_segmentations\segs\0960_c23-2-6_26_2_Simple Segmentation_labels.png,
0968_p36-42-3_27_1,accepted,1,4687,G:\Research\imageAnalysis\processed_segmentations\segs\0968_p36-42-3_27_1_Simple Segmentation_labels.png,
2419_p36-42-2_23_2,accepted,1,4687,G:\Research\imageAnalysis\processed_segmentations\segs\2419_p36-42-2_23_2_Simple Segmentation_labels.png,
1327_c36-72-3_25_1,accepted,1,4686,G:\Research\imageAnalysis\processed_segmentations\segs\1327_c36-72-3_25_1_Simple Segmentation_labels.png,
2731_c7-17-6_08_1,accepted,1,4686,G:\Research\imageAnalysis\processed_segmentations\segs\2731_c7-17-6_08_1_Simple Segmentation_labels.png,
0469_p36-42-3_33_1,accepted,1,4685,G:\Research\imageAnalysis\processed_segmentations\segs\0469_p36-42-3_33_1_Simple Segmentation_labels.png,
1563_c36-72-1_11_1,accepted,1,4685,G:\Research\imageAnalysis\processed_segmentations\segs\1563_c36-72-1_11_1_Simple Segmentation_labels.png,
0518_c7-18-4_01_1,accepted,1,4684,G:\Research\imageAnalysis\processed_segmentations\segs\0518_c7-18-4_01_1_Simple Segmentation_labels.png,
0941_c23-2-5_03_1,accepted,1,4684,G:\Research\imageAnalysis\processed_segmentations\segs\0941_c23-2-5_03_1_Simple Segmentation_labels.png,
1121_c23-2-4_24_2,accepted,1,4684,G:\Research\imageAnalysis\processed_segmentations\segs\1121_c23-2-4_24_2_Simple Segmentation_labels.png,
0489_p24-26-1_28_1,accepted,1,4682,G:\Research\imageAnalysis\processed_segmentations\segs\0489_p24-26-1_28_1_Simple Segmentation_labels.png,
2317_p36-42-3_28_2,accepted,1,4681,G:\Research\imageAnalysis\processed_segmentations\segs\2317_p36-42-3_28_2_Simple Segmentation_labels.png,
0164_c36-72-1_14_2,accepted,1,4680,G:\Research\imageAnalysis\processed_segmentations\segs\0164_c36-72-1_14_2_Simple Segmentation_labels.png,
0166_p36-39-2_06_2,accepted,1,4678,G:\Research\imageAnalysis\processed_segmentations\segs\0166_p36-39-2_06_2_Simple Segmentation_labels.png,
0470_p36-40-2_07_1,accepted,1,4678,G:\Research\imageAnalysis\processed_segmentations\segs\0470_p36-40-2_07_1_Simple Segmentation_labels.png,
0946_c7-18-4_19_2,accepted,1,4677,G:\Research\imageAnalysis\processed_segmentations\segs\0946_c7-18-4_19_2_Simple Segmentation_labels.png,
2393_p3-36-1_43_1,accepted,1,4677,G:\Research\imageAnalysis\processed_segmentations\segs\2393_p3-36-1_43_1_Simple Segmentation_labels.png,
2408_p24-75-1_26_1,accepted,1,4677,G:\Research\imageAnalysis\processed_segmentations\segs\2408_p24-75-1_26_1_Simple Segmentation_labels.png,
0836_p24-26-1_16_2,accepted,2,4675,G:\Research\imageAnalysis\processed_segmentations\segs\0836_p24-26-1_16_2_Simple Segmentation_labels.png,
1392_c7-18-2_15_1,accepted,1,4674,G:\Research\imageAnalysis\processed_segmentations\segs\1392_c7-18-2_15_1_Simple Segmentation_labels.png,
0523_p24-75-1_03_1,accepted,1,4673,G:\Research\imageAnalysis\processed_segmentations\segs\0523_p24-75-1_03_1_Simple Segmentation_labels.png,
1286_p36-42-3_10_1,accepted,1,4673,G:\Research\imageAnalysis\processed_segmentations\segs\1286_p36-42-3_10_1_Simple Segmentation_labels.png,
2091_p36-39-6_14_1,accepted,1,4673,G:\Research\imageAnalysis\processed_segmentations\segs\2091_p36-39-6_14_1_Simple Segmentation_labels.png,
0395_c36-74-3_30_1,accepted,1,4671,G:\Research\imageAnalysis\processed_segmentations\segs\0395_c36-74-3_30_1_Simple Segmentation_labels.png,
1320_c7-19-2_14_1,accepted,1,4670,G:\Research\imageAnalysis\processed_segmentations\segs\1320_c7-19-2_14_1_Simple Segmentation_labels.png,
0871_c36-74-3_19_1,accepted,1,4668,G:\Research\imageAnalysis\processed_segmentations\segs\0871_c36-74-3_19_1_Simple Segmentation_labels.png,
2051_c36-73-2_24_1,accepted,1,4666,G:\Research\imageAnalysis\processed_segmentations\segs\2051_c36-73-2_24_1_Simple Segmentation_labels.png,
0465_p3-36-2_38_1,accepted,1,4664,G:\Research\imageAnalysis\processed_segmentations\segs\0465_p3-36-2_38_1_Simple Segmentation_labels.png,
1149_p3-35-2_24_1,accepted,1,4662,G:\Research\imageAnalysis\processed_segmentations\segs\1149_p3-35-2_24_1_Simple Segmentation_labels.png,
2388_c23-1-6_02_2,accepted,1,4660,G:\Research\imageAnalysis\processed_segmentations\segs\2388_c23-1-6_02_2_Simple Segmentation_labels.png,
1708_c36-73-5_08_1,accepted,1,4658,G:\Research\imageAnalysis\processed_segmentations\segs\1708_c36-73-5_08_1_Simple Segmentation_labels.png,
1682_c36-74-3_31_1,accepted,1,4657,G:\Research\imageAnalysis\processed_segmentations\segs\1682_c36-74-3_31_1_Simple Segmentation_labels.png,
0386_c36-74-1_20_1,accepted,1,4653,G:\Research\imageAnalysis\processed_segmentations\segs\0386_c36-74-1_20_1_Simple Segmentation_labels.png,
1313_p24-26-2_06_1,accepted,1,4653,G:\Research\imageAnalysis\processed_segmentations\segs\1313_p24-26-2_06_1_Simple Segmentation_labels.png,
1765_p3-37-6_03_1,accepted,1,4652,G:\Research\imageAnalysis\processed_segmentations\segs\1765_p3-37-6_03_1_Simple Segmentation_labels.png,
1150_c23-1-2_13_1,accepted,1,4651,G:\Research\imageAnalysis\processed_segmentations\segs\1150_c23-1-2_13_1_Simple Segmentation_labels.png,
1474_p24-26-6_14_1,accepted,1,4650,G:\Research\imageAnalysis\processed_segmentations\segs\1474_p24-26-6_14_1_Simple Segmentation_labels.png,
2067_c7-17-1_26_1,accepted,1,4645,G:\Research\imageAnalysis\processed_segmentations\segs\2067_c7-17-1_26_1_Simple Segmentation_labels.png,
1618_c36-74-6_14_1,accepted,1,4644,G:\Research\imageAnalysis\processed_segmentations\segs\1618_c36-74-6_14_1_Simple Segmentation_labels.png,
0177_c7-18-5_14_1,accepted,1,4642,G:\Research\imageAnalysis\processed_segmentations\segs\0177_c7-18-5_14_1_Simple Segmentation_labels.png,
0399_p36-40-1_26_1,accepted,1,4642,G:\Research\imageAnalysis\processed_segmentations\segs\0399_p36-40-1_26_1_Simple Segmentation_labels.png,
0818_c36-72-1_04_1,accepted,1,4639,G:\Research\imageAnalysis\processed_segmentations\segs\0818_c36-72-1_04_1_Simple Segmentation_labels.png,
1873_p36-39-6_11_1,accepted,1,4639,G:\Research\imageAnalysis\processed_segmentations\segs\1873_p36-39-6_11_1_Simple Segmentation_labels.png,
0644_c23-1-3_34_1,accepted,1,4638,G:\Research\imageAnalysis\processed_segmentations\segs\0644_c23-1-3_34_1_Simple Segmentation_labels.png,
2567_p36-40-5_06_2,accepted,1,4638,G:\Research\imageAnalysis\processed_segmentations\segs\2567_p36-40-5_06_2_Simple Segmentation_labels.png,
2601_c7-17-2_32_1,accepted,1,4638,G:\Research\imageAnalysis\processed_segmentations\segs\2601_c7-17-2_32_1_Simple Segmentation_labels.png,
1909_p24-75-2_22_2,accepted,1,4637,G:\Research\imageAnalysis\processed_segmentations\segs\1909_p24-75-2_22_2_Simple Segmentation_labels.png,
2089_c23-1-2_02_2,accepted,1,4636,G:\Research\imageAnalysis\processed_segmentations\segs\2089_c23-1-2_02_2_Simple Segmentation_labels.png,
0389_p3-36-2_01_1,accepted,1,4635,G:\Research\imageAnalysis\processed_segmentations\segs\0389_p3-36-2_01_1_Simple Segmentation_labels.png,
1285_c23-1-3_11_2,accepted,1,4635,G:\Research\imageAnalysis\processed_segmentations\segs\1285_c23-1-3_11_2_Simple Segmentation_labels.png,
1896_p24-25-2_13_1,accepted,1,4633,G:\Research\imageAnalysis\processed_segmentations\segs\1896_p24-25-2_13_1_Simple Segmentation_labels.png,
2378_p3-36-5_12_1,accepted,2,4632,G:\Research\imageAnalysis\processed_segmentations\segs\2378_p3-36-5_12_1_Simple Segmentation_labels.png,
0161_c7-18-1_11_1,accepted,1,4631,G:\Research\imageAnalysis\processed_segmentations\segs\0161_c7-18-1_11_1_Simple Segmentation_labels.png,
1213_p3-36-2_04_1,accepted,1,4630,G:\Research\imageAnalysis\processed_segmentations\segs\1213_p3-36-2_04_1_Simple Segmentation_labels.png,
0134_c7-17-3_18_1,accepted,1,4629,G:\Research\imageAnalysis\processed_segmentations\segs\0134_c7-17-3_18_1_Simple Segmentation_labels.png,
0760_p3-36-6_06_1,accepted,2,4629,G:\Research\imageAnalysis\processed_segmentations\segs\0760_p3-36-6_06_1_Simple Segmentation_labels.png,
1723_p36-39-5_08_1,accepted,1,4628,G:\Research\imageAnalysis\processed_segmentations\segs\1723_p36-39-5_08_1_Simple Segmentation_labels.png,
0412_p24-25-2_22_1,accepted,1,4623,G:\Research\imageAnalysis\processed_segmentations\segs\0412_p24-25-2_22_1_Simple Segmentation_labels.png,
1296_c36-74-3_03_1,accepted,1,4623,G:\Research\imageAnalysis\processed_segmentations\segs\1296_c36-74-3_03_1_Simple Segmentation_labels.png,
2161_c36-73-1_01_1,accepted,1,4621,G:\Research\imageAnalysis\processed_segmentations\segs\2161_c36-73-1_01_1_Simple Segmentation_labels.png,
0885_p36-39-5_09_2,accepted,1,4620,G:\Research\imageAnalysis\processed_segmentations\segs\0885_p36-39-5_09_2_Simple Segmentation_labels.png,
1659_c36-74-1_08_2,accepted,1,4619,G:\Research\imageAnalysis\processed_segmentations\segs\1659_c36-74-1_08_2_Simple Segmentation_labels.png,
2073_c23-1-3_07_1,accepted,5,4617,G:\Research\imageAnalysis\processed_segmentations\segs\2073_c23-1-3_07_1_Simple Segmentation_labels.png,
2744_p36-40-1_13_1,accepted,1,4616,G:\Research\imageAnalysis\processed_segmentations\segs\2744_p36-40-1_13_1_Simple Segmentation_labels.png,
0193_p36-42-3_24_2,accepted,1,4615,G:\Research\imageAnalysis\processed_segmentations\segs\0193_p36-42-3_24_2_Simple Segmentation_labels.png,
2109_p24-75-3_12_1,accepted,1,4614,G:\Research\imageAnalysis\processed_segmentations\segs\2109_p24-75-3_12_1_Simple Segmentation_labels.png,
1678_p24-26-3_13_1,accepted,1,4606,G:\Research\imageAnalysis\processed_segmentations\segs\1678_p24-26-3_13_1_Simple Segmentation_labels.png,
0034_p24-25-3_17_1,accepted,1,4603,G:\Research\imageAnalysis\processed_segmentations\segs\0034_p24-25-3_17_1_Simple Segmentation_labels.png,
0050_c36-74-1_04_1,accepted,1,4602,G:\Research\imageAnalysis\processed_segmentations\segs\0050_c36-74-1_04_1_Simple Segmentation_labels.png,
0384_p24-26-3_25_1,accepted,1,4600,G:\Research\imageAnalysis\processed_segmentations\segs\0384_p24-26-3_25_1_Simple Segmentation_labels.png,
2028_p36-42-4_17_1,accepted,1,4599,G:\Research\imageAnalysis\processed_segmentations\segs\2028_p36-42-4_17_1_Simple Segmentation_labels.png,
2155_p36-42-4_15_1,accepted,1,4598,G:\Research\imageAnalysis\processed_segmentations\segs\2155_p36-42-4_15_1_Simple Segmentation_labels.png,
2737_p24-26-2_05_1,accepted,1,4597,G:\Research\imageAnalysis\processed_segmentations\segs\2737_p24-26-2_05_1_Simple Segmentation_labels.png,
0467_p3-37-1_9_1,accepted,1,4595,G:\Research\imageAnalysis\processed_segmentations\segs\0467_p3-37-1_9_1_Simple Segmentation_labels.png,
0032_c7-17-5_40_1,accepted,1,4594,G:\Research\imageAnalysis\processed_segmentations\segs\0032_c7-17-5_40_1_Simple Segmentation_labels.png,
0350_p3-35-4_10_1,accepted,1,4592,G:\Research\imageAnalysis\processed_segmentations\segs\0350_p3-35-4_10_1_Simple Segmentation_labels.png,
0222_p3-36-5_28_1,accepted,1,4591,G:\Research\imageAnalysis\processed_segmentations\segs\0222_p3-36-5_28_1_Simple Segmentation_labels.png,
0334_p24-75-3_16_1,accepted,1,4591,G:\Research\imageAnalysis\processed_segmentations\segs\0334_p24-75-3_16_1_Simple Segmentation_labels.png,
0526_p36-42-4_33_1,accepted,1,4591,G:\Research\imageAnalysis\processed_segmentations\segs\0526_p36-42-4_33_1_Simple Segmentation_labels.png,
2396_p36-42-3_32_1,accepted,1,4589,G:\Research\imageAnalysis\processed_segmentations\segs\2396_p36-42-3_32_1_Simple Segmentation_labels.png,
1609_p36-42-5_13_1,accepted,1,4588,G:\Research\imageAnalysis\processed_segmentations\segs\1609_p36-42-5_13_1_Simple Segmentation_labels.png,
0975_c23-1-2_06_1,accepted,1,4587,G:\Research\imageAnalysis\processed_segmentations\segs\0975_c23-1-2_06_1_Simple Segmentation_labels.png,
1699_p36-40-1_31_1,accepted,1,4586,G:\Research\imageAnalysis\processed_segmentations\segs\1699_p36-40-1_31_1_Simple Segmentation_labels.png,
2713_p36-40-2_01_1,accepted,1,4586,G:\Research\imageAnalysis\processed_segmentations\segs\2713_p36-40-2_01_1_Simple Segmentation_labels.png,
2361_p3-36-5_31_1,accepted,1,4584,G:\Research\imageAnalysis\processed_segmentations\segs\2361_p3-36-5_31_1_Simple Segmentation_labels.png,
0030_p3-35-4_07_1,accepted,1,4583,G:\Research\imageAnalysis\processed_segmentations\segs\0030_p3-35-4_07_1_Simple Segmentation_labels.png,
0877_p3-35-2_30_1,accepted,1,4583,G:\Research\imageAnalysis\processed_segmentations\segs\0877_p3-35-2_30_1_Simple Segmentation_labels.png,
2694_p3-35-6_16_1,accepted,1,4583,G:\Research\imageAnalysis\processed_segmentations\segs\2694_p3-35-6_16_1_Simple Segmentation_labels.png,
0766_c36-73-3_05_1,accepted,1,4582,G:\Research\imageAnalysis\processed_segmentations\segs\0766_c36-73-3_05_1_Simple Segmentation_labels.png,
0300_p36-42-1_01_1,accepted,1,4577,G:\Research\imageAnalysis\processed_segmentations\segs\0300_p36-42-1_01_1_Simple Segmentation_labels.png,
0608_p24-75-2_04_1,accepted,1,4576,G:\Research\imageAnalysis\processed_segmentations\segs\0608_p24-75-2_04_1_Simple Segmentation_labels.png,
1491_c36-72-2_15_1,accepted,2,4576,G:\Research\imageAnalysis\processed_segmentations\segs\1491_c36-72-2_15_1_Simple Segmentation_labels.png,
0038_c36-73-3_24_4,accepted,1,4572,G:\Research\imageAnalysis\processed_segmentations\segs\0038_c36-73-3_24_4_Simple Segmentation_labels.png,
1078_p36-42-2_22_1,accepted,1,4568,G:\Research\imageAnalysis\processed_segmentations\segs\1078_p36-42-2_22_1_Simple Segmentation_labels.png,
1278_c7-19-5_30_1,accepted,1,4568,G:\Research\imageAnalysis\processed_segmentations\segs\1278_c7-19-5_30_1_Simple Segmentation_labels.png,
2211_c36-74-4_03_1,accepted,1,4568,G:\Research\imageAnalysis\processed_segmentations\segs\2211_c36-74-4_03_1_Simple Segmentation_labels.png,
1013_p24-26-4_11_1,accepted,1,4567,G:\Research\imageAnalysis\processed_segmentations\segs\1013_p24-26-4_11_1_Simple Segmentation_labels.png,
0771_p36-40-2_16_1,accepted,1,4564,G:\Research\imageAnalysis\processed_segmentations\segs\0771_p36-40-2_16_1_Simple Segmentation_labels.png,
2634_c36-72-2_36_1,accepted,1,4563,G:\Research\imageAnalysis\processed_segmentations\segs\2634_c36-72-2_36_1_Simple Segmentation_labels.png,
1071_p3-37-1_19_1,accepted,1,4561,G:\Research\imageAnalysis\processed_segmentations\segs\1071_p3-37-1_19_1_Simple Segmentation_labels.png,
0429_p3-36-1_15_2,accepted,1,4560,G:\Research\imageAnalysis\processed_segmentations\segs\0429_p3-36-1_15_2_Simple Segmentation_labels.png,
0106_c7-18-5_31_1,accepted,1,4558,G:\Research\imageAnalysis\processed_segmentations\segs\0106_c7-18-5_31_1_Simple Segmentation_labels.png,
1091_p24-26-1_17_1,accepted,1,4556,G:\Research\imageAnalysis\processed_segmentations\segs\1091_p24-26-1_17_1_Simple Segmentation_labels.png,
0631_p3-35-3_06_2,accepted,2,4554,G:\Research\imageAnalysis\processed_segmentations\segs\0631_p3-35-3_06_2_Simple Segmentation_labels.png,
0772_p3-35-6_11_1,accepted,2,4553,G:\Research\imageAnalysis\processed_segmentations\segs\0772_p3-35-6_11_1_Simple Segmentation_labels.png,
0779_p24-25-2_06_1,accepted,1,4553,G:\Research\imageAnalysis\processed_segmentations\segs\0779_p24-25-2_06_1_Simple Segmentation_labels.png,
1351_c23-2-1_18_1,accepted,1,4553,G:\Research\imageAnalysis\processed_segmentations\segs\1351_c23-2-1_18_1_Simple Segmentation_labels.png,
0567_c23-2-6_23_1,accepted,1,4549,G:\Research\imageAnalysis\processed_segmentations\segs\0567_c23-2-6_23_1_Simple Segmentation_labels.png,
2405_p3-35-3_13_1,accepted,1,4549,G:\Research\imageAnalysis\processed_segmentations\segs\2405_p3-35-3_13_1_Simple Segmentation_labels.png,
1380_p36-39-1_37_1,accepted,1,4546,G:\Research\imageAnalysis\processed_segmentations\segs\1380_p36-39-1_37_1_Simple Segmentation_labels.png,
1541_c7-18-3_29_1,accepted,1,4546,G:\Research\imageAnalysis\processed_segmentations\segs\1541_c7-18-3_29_1_Simple Segmentation_labels.png,
2667_p36-42-5_20_1,accepted,1,4544,G:\Research\imageAnalysis\processed_segmentations\segs\2667_p36-42-5_20_1_Simple Segmentation_labels.png,
0480_p3-36-1_36_1,accepted,1,4541,G:\Research\imageAnalysis\processed_segmentations\segs\0480_p3-36-1_36_1_Simple Segmentation_labels.png,
0665_c23-2-1_11_1,accepted,1,4540,G:\Research\imageAnalysis\processed_segmentations\segs\0665_c23-2-1_11_1_Simple Segmentation_labels.png,
1141_c23-2-1_10_1,accepted,1,4539,G:\Research\imageAnalysis\processed_segmentations\segs\1141_c23-2-1_10_1_Simple Segmentation_labels.png,
1224_c23-2-6_11_1,accepted,2,4538,G:\Research\imageAnalysis\processed_segmentations\segs\1224_c23-2-6_11_1_Simple Segmentation_labels.png,
1294_c7-18-4_15_1,accepted,1,4537,G:\Research\imageAnalysis\processed_segmentations\segs\1294_c7-18-4_15_1_Simple Segmentation_labels.png,
2339_p3-35-2_23_1,accepted,1,4536,G:\Research\imageAnalysis\processed_segmentations\segs\2339_p3-35-2_23_1_Simple Segmentation_labels.png,
2718_c7-18-5_04_1,accepted,1,4536,G:\Research\imageAnalysis\processed_segmentations\segs\2718_c7-18-5_04_1_Simple Segmentation_labels.png,
0428_p24-25-4_03_1,accepted,2,4532,G:\Research\imageAnalysis\processed_segmentations\segs\0428_p24-25-4_03_1_Simple Segmentation_labels.png,
1698_c23-1-3_13_2,accepted,1,4532,G:\Research\imageAnalysis\processed_segmentations\segs\1698_c23-1-3_13_2_Simple Segmentation_labels.png,
0658_c36-72-1_22_1,accepted,1,4531,G:\Research\imageAnalysis\processed_segmentations\segs\0658_c36-72-1_22_1_Simple Segmentation_labels.png,
1599_c23-1-6_22_1,accepted,1,4529,G:\Research\imageAnalysis\processed_segmentations\segs\1599_c23-1-6_22_1_Simple Segmentation_labels.png,
0158_p24-26-5_02_1,accepted,1,4528,G:\Research\imageAnalysis\processed_segmentations\segs\0158_p24-26-5_02_1_Simple Segmentation_labels.png,
2024_c7-19-3_15_1,accepted,1,4528,G:\Research\imageAnalysis\processed_segmentations\segs\2024_c7-19-3_15_1_Simple Segmentation_labels.png,
0838_p3-35-1_13_1,accepted,1,4524,G:\Research\imageAnalysis\processed_segmentations\segs\0838_p3-35-1_13_1_Simple Segmentation_labels.png,
1517_c23-2-3_08_1,accepted,1,4524,G:\Research\imageAnalysis\processed_segmentations\segs\1517_c23-2-3_08_1_Simple Segmentation_labels.png,
2190_c7-17-6_24_1,accepted,1,4522,G:\Research\imageAnalysis\processed_segmentations\segs\2190_c7-17-6_24_1_Simple Segmentation_labels.png,
0151_c7-17-5_06_1,accepted,1,4521,G:\Research\imageAnalysis\processed_segmentations\segs\0151_c7-17-5_06_1_Simple Segmentation_labels.png,
2407_c23-1-3_29_1,accepted,1,4521,G:\Research\imageAnalysis\processed_segmentations\segs\2407_c23-1-3_29_1_Simple Segmentation_labels.png,
1645_c36-74-3_21_2,accepted,1,4520,G:\Research\imageAnalysis\processed_segmentations\segs\1645_c36-74-3_21_2_Simple Segmentation_labels.png,
1143_p36-40-1_11_4,accepted,1,4519,G:\Research\imageAnalysis\processed_segmentations\segs\1143_p36-40-1_11_4_Simple Segmentation_labels.png,
0694_p36-40-4_18_1,accepted,1,4518,G:\Research\imageAnalysis\processed_segmentations\segs\0694_p36-40-4_18_1_Simple Segmentation_labels.png,
1090_p36-42-3_29_1,accepted,1,4515,G:\Research\imageAnalysis\processed_segmentations\segs\1090_p36-42-3_29_1_Simple Segmentation_labels.png,
2748_p36-42-4_36_1,accepted,1,4513,G:\Research\imageAnalysis\processed_segmentations\segs\2748_p36-42-4_36_1_Simple Segmentation_labels.png,
0289_c36-72-2_14_1,accepted,1,4512,G:\Research\imageAnalysis\processed_segmentations\segs\0289_c36-72-2_14_1_Simple Segmentation_labels.png,
1007_p3-36-1_21_1,accepted,1,4511,G:\Research\imageAnalysis\processed_segmentations\segs\1007_p3-36-1_21_1_Simple Segmentation_labels.png,
